; CSV, generated by libsigrok4DSL 0.2.0 on Thu Apr 09 14:56:01 2020
; Channels (3/16)
; Sample rate: 50 MHz
; Sample count: 250.384 M Samples
Time(s), E, D, 2
0.59918416,0,1,0
0.59918428,0,0,0
0.59918434,0,1,0
0.59918444,0,0,0
0.59918452,0,1,0
0.59918466,0,0,0
0.59918484,0,1,0
0.59918494,0,0,0
0.59918502,0,1,0
0.59918516,0,0,0
0.59918534,0,1,0
0.5991855,0,0,0
0.5991856,0,1,0
0.59918568,0,0,0
0.59918584,0,1,0
0.599186,0,0,0
0.59918618,0,1,0
0.59918634,0,0,0
0.5991865,0,1,0
0.59918666,0,0,0
0.59918684,0,1,0
0.59918694,0,0,0
0.59918702,0,1,0
0.59918716,0,0,0
0.59918734,0,1,0
0.5991875,0,0,0
0.5991876,0,1,0
0.59918768,0,0,0
0.59918776,0,1,0
0.59918784,0,0,0
0.599188,0,1,0
0.5991881,0,0,0
0.59918818,0,1,0
0.59918834,0,0,0
0.59918844,0,1,0
0.59918852,0,0,0
0.59918866,0,1,0
0.59918884,0,0,0
0.59918894,0,1,0
0.59918902,0,0,0
0.59918916,0,1,0
0.59918926,0,0,0
0.59918934,0,1,0
0.59918944,0,0,0
0.59918952,0,1,0
0.59918966,0,0,0
0.59918984,0,1,0
0.59919,0,0,0
0.59919018,0,1,0
0.59919026,0,0,0
0.59919034,0,1,0
0.59919044,0,0,0
0.59919052,0,1,0
0.59919066,0,0,0
0.59919076,0,1,0
0.59919084,0,0,0
0.599191,0,1,0
0.59919116,0,0,0
0.59919134,0,1,0
0.5991915,0,0,0
0.5991916,0,1,0
0.59919168,0,0,0
0.59919176,0,1,0
0.59919186,0,0,0
0.59919194,0,1,0
0.59919202,0,0,0
0.59919216,0,1,0
0.59919234,0,0,0
0.59919248,0,1,0
0.59919268,0,0,0
0.59919282,0,1,0
0.59919296,0,0,0
0.59919304,0,1,0
0.59919314,0,0,0
0.5991932,0,1,0
0.5991933,0,0,0
0.59919338,0,1,0
0.59919352,0,0,0
0.5991937,0,1,0
0.59919386,0,0,0
0.59919402,0,1,0
0.5991942,0,0,0
0.5991943,0,1,0
0.5991944,0,0,0
0.59919456,0,1,0
0.59919472,0,0,0
0.59919552,1,0,0
0.59919556,1,1,0
0.599196,1,0,0
0.61308614,1,1,0
0.61308724,1,0,0
0.6130876,1,1,0
0.61308776,1,0,0
0.61308786,1,1,0
0.61308794,1,0,0
0.61308808,1,1,0
0.6130882,1,0,0
0.61308828,1,1,0
0.61308842,1,0,0
0.61308852,1,1,0
0.6130886,1,0,0
0.61308874,1,1,0
0.61308886,1,0,0
0.61308892,1,1,0
0.61308902,1,0,0
0.6130891,1,1,0
0.61308918,1,0,0
0.61308926,1,1,0
0.61308932,0,1,0
0.6130894,0,0,0
0.6130895,0,1,0
0.6130896,0,0,0
0.61308972,0,1,0
0.61308984,0,0,0
0.61308992,0,1,0
0.61309,0,0,0
0.61309008,0,1,0
0.61309022,0,0,0
0.61309032,0,1,0
0.61309042,0,0,0
0.61309054,0,1,0
0.61309066,0,0,0
0.61309074,0,1,0
0.61309082,0,0,0
0.6130909,0,1,0
0.613091,0,0,0
0.61309108,0,1,0
0.61309122,0,0,0
0.61309132,0,1,0
0.6130914,0,0,0
0.61309148,0,1,0
0.61309158,0,0,0
0.61309172,0,1,0
0.61309182,0,0,0
0.6130919,0,1,0
0.613092,0,0,0
0.61309206,0,1,0
0.61309216,0,0,0
0.61309224,0,1,0
0.61309232,0,0,0
0.6130924,0,1,0
0.61309248,0,0,0
0.61309258,0,1,0
0.61309272,0,0,0
0.61309282,0,1,0
0.6130929,0,0,0
0.61309306,0,1,0
0.61309322,0,0,0
0.6130934,0,1,0
0.61309356,0,0,0
0.61309372,0,1,0
0.6130939,0,0,0
0.61309406,0,1,0
0.61309416,0,0,0
0.61309424,0,1,0
0.61309438,0,0,0
0.6130945,0,1,0
0.61309456,0,0,0
0.61309466,0,1,0
0.61309474,0,0,0
0.61309488,0,1,0
0.613095,0,0,0
0.61309506,0,1,0
0.61309522,0,0,0
0.61309532,0,1,0
0.6130954,0,0,0
0.61309548,0,1,0
0.61309558,0,0,0
0.61309566,0,1,0
0.61309574,0,0,0
0.61309588,0,1,0
0.613096,0,0,0
0.61309606,0,1,0
0.61309622,0,0,0
0.6130964,0,1,0
0.61309656,0,0,0
0.61309666,0,1,0
0.61309674,0,0,0
0.61309682,0,1,0
0.6130969,0,0,0
0.61309698,0,1,0
0.61309708,0,0,0
0.61309716,0,1,0
0.61309724,0,0,0
0.61309732,0,1,0
0.6130974,0,0,0
0.61309748,0,1,0
0.61309758,0,0,0
0.61309766,0,1,0
0.61309774,0,0,0
0.61309788,0,1,0
0.61309806,0,0,0
0.61309822,0,1,0
0.61309838,0,0,0
0.61309848,0,1,0
0.61309858,0,0,0
0.61309872,0,1,0
0.6130989,0,0,0
0.61309904,0,1,0
0.61309922,0,0,0
0.61309932,0,1,0
0.61309942,0,0,0
0.6130995,0,1,0
0.6130996,0,0,0
0.61309966,0,1,0
0.61309976,0,0,0
0.61309984,0,1,0
0.61309994,0,0,0
0.61310006,0,1,0
0.61310024,0,0,0
0.61310034,0,1,0
0.61310044,0,0,0
0.61310056,0,1,0
0.61310074,0,0,0
0.6131009,0,1,0
0.61310104,0,0,0
0.6131011,0,1,0
0.6131012,0,0,0
0.61310126,0,1,0
0.61310142,0,0,0
0.6131016,0,1,0
0.6131017,0,0,0
0.61310178,0,1,0
0.61310188,0,0,0
0.61310194,0,1,0
0.61310212,0,0,0
0.61310228,0,1,0
0.61310246,0,0,0
0.61310288,1,0,0
0.6191172,1,1,0
0.6191173,1,0,0
0.61911736,1,1,0
0.61911768,1,0,0
0.61911788,1,1,0
0.61911798,1,0,0
0.61911802,1,1,0
0.61911814,1,0,0
0.61911818,1,1,0
0.61911836,1,0,0
0.6191185,1,1,0
0.61911862,1,0,0
0.61911868,1,1,0
0.61911878,1,0,0
0.61911886,1,1,0
0.61911896,1,0,0
0.61911902,1,1,0
0.61911918,1,0,0
0.61911932,1,1,0
0.6191195,1,0,0
0.61911966,1,1,0
0.61911974,0,1,0
0.61911978,0,0,0
0.61911984,0,1,0
0.61912,0,0,0
0.61912008,0,1,0
0.61912018,0,0,0
0.61912032,0,1,0
0.61912042,0,0,0
0.6191205,0,1,0
0.61912066,0,0,0
0.6191208,0,1,0
0.61912092,0,0,0
0.619121,0,1,0
0.61912114,0,0,0
0.61912132,0,1,0
0.61912142,0,0,0
0.6191215,0,1,0
0.61912158,0,0,0
0.61912166,0,1,0
0.61912174,0,0,0
0.61912182,0,1,0
0.61912198,0,0,0
0.61912216,0,1,0
0.61912232,0,0,0
0.61912248,0,1,0
0.61912264,0,0,0
0.61912274,0,1,0
0.61912282,0,0,0
0.61912298,0,1,0
0.61912308,0,0,0
0.61912316,0,1,0
0.61912332,0,0,0
0.61912348,0,1,0
0.61912364,0,0,0
0.61912382,0,1,0
0.61912398,0,0,0
0.61912416,0,1,0
0.61912424,0,0,0
0.61912432,0,1,0
0.61912448,0,0,0
0.61912466,0,1,0
0.61912482,0,0,0
0.61912492,0,1,0
0.619125,0,0,0
0.61912508,0,1,0
0.61912516,0,0,0
0.61912524,0,1,0
0.61912534,0,0,0
0.61912542,0,1,0
0.6191255,0,0,0
0.61912558,0,1,0
0.61912566,0,0,0
0.61912574,0,1,0
0.61912584,0,0,0
0.61912598,0,1,0
0.61912608,0,0,0
0.61912616,0,1,0
0.61912624,0,0,0
0.61912632,0,1,0
0.61912642,0,0,0
0.6191265,0,1,0
0.61912658,0,0,0
0.61912666,0,1,0
0.61912674,0,0,0
0.61912682,0,1,0
0.61912692,0,0,0
0.619127,0,1,0
0.61912714,0,0,0
0.61912732,0,1,0
0.61912742,0,0,0
0.6191275,0,1,0
0.61912758,0,0,0
0.61912766,0,1,0
0.6191278,0,0,0
0.61912792,0,1,0
0.619128,0,0,0
0.61912808,0,1,0
0.61912818,0,0,0
0.61912824,0,1,0
0.61912834,0,0,0
0.61912842,0,1,0
0.6191285,0,0,0
0.61912864,0,1,0
0.61912876,0,0,0
0.61912884,0,1,0
0.61912898,0,0,0
0.61912908,0,1,0
0.61912918,0,0,0
0.61912926,0,1,0
0.61912936,0,0,0
0.61912942,0,1,0
0.61912952,0,0,0
0.6191296,0,1,0
0.6191297,0,0,0
0.61912982,0,1,0
0.61912996,0,0,0
0.61913002,0,1,0
0.61913012,0,0,0
0.61913018,0,1,0
0.61913034,0,0,0
0.61913044,0,1,0
0.61913052,0,0,0
0.61913068,0,1,0
0.61913086,0,0,0
0.61913102,0,1,0
0.6191312,0,0,0
0.6191313,0,1,0
0.6191314,0,0,0
0.61913152,0,1,0
0.61913202,1,1,0
0.61913264,1,0,0
0.63302394,1,1,0
0.63302404,1,0,0
0.6330241,1,1,0
0.63302426,1,0,0
0.63302436,1,1,0
0.63302444,1,0,0
0.63302458,1,1,0
0.6330247,1,0,0
0.63302476,1,1,0
0.63302492,1,0,0
0.63302502,1,1,0
0.6330251,1,0,0
0.63302524,1,1,0
0.63302536,1,0,0
0.63302542,1,1,0
0.63302552,1,0,0
0.63302558,1,1,0
0.63302568,1,0,0
0.63302576,1,1,0
0.63302582,0,1,0
0.6330259,0,0,0
0.633026,0,1,0
0.6330261,0,0,0
0.63302622,0,1,0
0.63302634,0,0,0
0.63302642,0,1,0
0.6330265,0,0,0
0.63302658,0,1,0
0.63302674,0,0,0
0.63302682,0,1,0
0.63302692,0,0,0
0.63302704,0,1,0
0.63302716,0,0,0
0.63302724,0,1,0
0.63302732,0,0,0
0.6330274,0,1,0
0.6330275,0,0,0
0.63302758,0,1,0
0.63302772,0,0,0
0.63302782,0,1,0
0.6330279,0,0,0
0.63302798,0,1,0
0.63302808,0,0,0
0.63302822,0,1,0
0.63302832,0,0,0
0.6330284,0,1,0
0.6330285,0,0,0
0.63302858,0,1,0
0.63302866,0,0,0
0.63302874,0,1,0
0.63302882,0,0,0
0.6330289,0,1,0
0.633029,0,0,0
0.63302908,0,1,0
0.63302922,0,0,0
0.63302932,0,1,0
0.6330294,0,0,0
0.63302956,0,1,0
0.63302972,0,0,0
0.6330299,0,1,0
0.63303006,0,0,0
0.63303022,0,1,0
0.6330304,0,0,0
0.63303056,0,1,0
0.63303066,0,0,0
0.63303074,0,1,0
0.63303088,0,0,0
0.633031,0,1,0
0.63303108,0,0,0
0.63303116,0,1,0
0.63303124,0,0,0
0.63303138,0,1,0
0.6330315,0,0,0
0.63303158,0,1,0
0.63303172,0,0,0
0.63303182,0,1,0
0.6330319,0,0,0
0.63303198,0,1,0
0.63303208,0,0,0
0.63303216,0,1,0
0.63303224,0,0,0
0.6330324,0,1,0
0.6330325,0,0,0
0.63303258,0,1,0
0.63303272,0,0,0
0.6330329,0,1,0
0.63303306,0,0,0
0.63303316,0,1,0
0.63303324,0,0,0
0.63303332,0,1,0
0.6330334,0,0,0
0.63303348,0,1,0
0.63303358,0,0,0
0.63303366,0,1,0
0.63303374,0,0,0
0.63303382,0,1,0
0.6330339,0,0,0
0.63303398,0,1,0
0.63303408,0,0,0
0.63303416,0,1,0
0.63303424,0,0,0
0.63303438,0,1,0
0.63303454,0,0,0
0.63303472,0,1,0
0.63303488,0,0,0
0.63303498,0,1,0
0.63303508,0,0,0
0.6330352,0,1,0
0.63303538,0,0,0
0.63303554,0,1,0
0.63303572,0,0,0
0.63303582,0,1,0
0.63303592,0,0,0
0.633036,0,1,0
0.6330361,0,0,0
0.63303616,0,1,0
0.63303626,0,0,0
0.63303634,0,1,0
0.63303644,0,0,0
0.63303656,0,1,0
0.63303674,0,0,0
0.63303684,0,1,0
0.63303694,0,0,0
0.63303708,0,1,0
0.63303724,0,0,0
0.63303742,0,1,0
0.63303754,0,0,0
0.6330376,0,1,0
0.6330377,0,0,0
0.63303776,0,1,0
0.63303792,0,0,0
0.6330381,0,1,0
0.6330382,0,0,0
0.63303826,0,1,0
0.6330386,0,0,0
0.63303878,0,1,0
0.63303896,0,0,0
0.63303904,0,1,0
0.63303944,0,0,0
0.63303948,1,0,0
0.63903856,1,1,0
0.63903906,1,0,0
0.63905434,1,1,0
0.63905464,1,0,0
0.6390547,1,1,0
0.63905486,1,0,0
0.639055,1,1,0
0.63905512,1,0,0
0.6390552,1,1,0
0.63905528,1,0,0
0.63905534,1,1,0
0.63905546,1,0,0
0.63905552,1,1,0
0.63905568,1,0,0
0.63905582,1,1,0
0.639056,1,0,0
0.63905616,1,1,0
0.63905622,0,1,0
0.63905628,0,0,0
0.63905634,0,1,0
0.6390565,0,0,0
0.63905658,0,1,0
0.63905668,0,0,0
0.63905682,0,1,0
0.63905692,0,0,0
0.639057,0,1,0
0.63905716,0,0,0
0.6390573,0,1,0
0.63905742,0,0,0
0.6390575,0,1,0
0.63905764,0,0,0
0.63905782,0,1,0
0.63905792,0,0,0
0.639058,0,1,0
0.63905808,0,0,0
0.63905816,0,1,0
0.63905824,0,0,0
0.63905832,0,1,0
0.63905848,0,0,0
0.63905866,0,1,0
0.63905882,0,0,0
0.63905898,0,1,0
0.63905916,0,0,0
0.63905926,0,1,0
0.63905934,0,0,0
0.63905948,0,1,0
0.63905958,0,0,0
0.63905966,0,1,0
0.63905982,0,0,0
0.63905998,0,1,0
0.63906016,0,0,0
0.63906032,0,1,0
0.63906048,0,0,0
0.63906066,0,1,0
0.63906074,0,0,0
0.63906082,0,1,0
0.63906098,0,0,0
0.63906116,0,1,0
0.63906132,0,0,0
0.63906142,0,1,0
0.6390615,0,0,0
0.63906158,0,1,0
0.63906166,0,0,0
0.63906174,0,1,0
0.63906184,0,0,0
0.63906192,0,1,0
0.639062,0,0,0
0.63906208,0,1,0
0.63906216,0,0,0
0.63906224,0,1,0
0.63906234,0,0,0
0.63906248,0,1,0
0.63906258,0,0,0
0.63906266,0,1,0
0.63906274,0,0,0
0.63906284,0,1,0
0.63906292,0,0,0
0.639063,0,1,0
0.63906308,0,0,0
0.63906316,0,1,0
0.63906324,0,0,0
0.63906334,0,1,0
0.63906342,0,0,0
0.6390635,0,1,0
0.63906364,0,0,0
0.63906382,0,1,0
0.63906392,0,0,0
0.639064,0,1,0
0.63906408,0,0,0
0.63906416,0,1,0
0.6390643,0,0,0
0.63906442,0,1,0
0.6390645,0,0,0
0.63906458,0,1,0
0.63906468,0,0,0
0.63906474,0,1,0
0.63906484,0,0,0
0.63906492,0,1,0
0.639065,0,0,0
0.63906514,0,1,0
0.63906526,0,0,0
0.63906534,0,1,0
0.63906548,0,0,0
0.63906558,0,1,0
0.63906568,0,0,0
0.63906576,0,1,0
0.63906586,0,0,0
0.63906594,0,1,0
0.63906602,0,0,0
0.6390661,0,1,0
0.6390662,0,0,0
0.63906634,0,1,0
0.63906646,0,0,0
0.63906652,0,1,0
0.63906662,0,0,0
0.6390667,0,1,0
0.63906684,0,0,0
0.63906694,0,1,0
0.63906704,0,0,0
0.63906718,0,1,0
0.63906736,0,0,0
0.63906754,0,1,0
0.6390677,0,0,0
0.63906782,0,1,0
0.63906788,0,0,0
0.63906804,0,1,0
0.63906828,0,0,0
0.63906862,1,0,0
0.63906888,1,1,0
0.63907,1,0,0
0.65295978,1,1,0
0.65296022,1,0,0
0.65296028,1,1,0
0.65296038,1,0,0
0.65296044,1,1,0
0.65296056,1,0,0
0.65296062,1,1,0
0.65296076,1,0,0
0.65296086,1,1,0
0.65296094,1,0,0
0.65296108,1,1,0
0.6529612,1,0,0
0.65296126,1,1,0
0.65296142,1,0,0
0.65296152,1,1,0
0.6529616,1,0,0
0.65296174,1,1,0
0.65296186,1,0,0
0.65296192,1,1,0
0.65296202,1,0,0
0.6529621,1,1,0
0.65296218,1,0,0
0.65296226,1,1,0
0.65296232,0,1,0
0.6529624,0,0,0
0.6529625,0,1,0
0.6529626,0,0,0
0.65296272,0,1,0
0.65296284,0,0,0
0.65296292,0,1,0
0.652963,0,0,0
0.65296308,0,1,0
0.65296324,0,0,0
0.65296332,0,1,0
0.65296342,0,0,0
0.65296356,0,1,0
0.65296366,0,0,0
0.65296374,0,1,0
0.65296382,0,0,0
0.6529639,0,1,0
0.652964,0,0,0
0.65296408,0,1,0
0.65296422,0,0,0
0.65296432,0,1,0
0.6529644,0,0,0
0.65296448,0,1,0
0.65296458,0,0,0
0.65296472,0,1,0
0.65296482,0,0,0
0.6529649,0,1,0
0.652965,0,0,0
0.65296508,0,1,0
0.65296516,0,0,0
0.65296524,0,1,0
0.65296532,0,0,0
0.6529654,0,1,0
0.6529655,0,0,0
0.65296558,0,1,0
0.65296572,0,0,0
0.65296582,0,1,0
0.6529659,0,0,0
0.65296606,0,1,0
0.65296622,0,0,0
0.6529664,0,1,0
0.65296656,0,0,0
0.65296672,0,1,0
0.6529669,0,0,0
0.65296706,0,1,0
0.65296716,0,0,0
0.65296724,0,1,0
0.6529674,0,0,0
0.6529675,0,1,0
0.65296758,0,0,0
0.65296766,0,1,0
0.65296774,0,0,0
0.6529679,0,1,0
0.652968,0,0,0
0.65296808,0,1,0
0.65296822,0,0,0
0.65296832,0,1,0
0.6529684,0,0,0
0.6529685,0,1,0
0.65296858,0,0,0
0.65296866,0,1,0
0.65296874,0,0,0
0.6529689,0,1,0
0.652969,0,0,0
0.65296908,0,1,0
0.65296922,0,0,0
0.6529694,0,1,0
0.65296956,0,0,0
0.65296966,0,1,0
0.65296974,0,0,0
0.65296982,0,1,0
0.6529699,0,0,0
0.65296998,0,1,0
0.65297008,0,0,0
0.65297016,0,1,0
0.65297024,0,0,0
0.65297032,0,1,0
0.6529704,0,0,0
0.6529705,0,1,0
0.65297058,0,0,0
0.65297066,0,1,0
0.65297074,0,0,0
0.65297088,0,1,0
0.65297106,0,0,0
0.65297122,0,1,0
0.6529714,0,0,0
0.6529715,0,1,0
0.65297158,0,0,0
0.65297172,0,1,0
0.65297188,0,0,0
0.65297204,0,1,0
0.65297222,0,0,0
0.65297232,0,1,0
0.65297242,0,0,0
0.6529725,0,1,0
0.6529726,0,0,0
0.65297266,0,1,0
0.65297276,0,0,0
0.65297284,0,1,0
0.65297292,0,0,0
0.65297306,0,1,0
0.65297324,0,0,0
0.65297334,0,1,0
0.65297344,0,0,0
0.65297358,0,1,0
0.65297374,0,0,0
0.65297392,0,1,0
0.65297404,0,0,0
0.6529741,0,1,0
0.6529742,0,0,0
0.65297426,0,1,0
0.65297442,0,0,0
0.6529746,0,1,0
0.6529747,0,0,0
0.6529748,0,1,0
0.65297488,0,0,0
0.65297494,0,1,0
0.6529751,0,0,0
0.65297528,0,1,0
0.65297546,0,0,0
0.6529761,1,0,0
0.65899004,1,1,0
0.65899046,1,0,0
0.65899086,1,1,0
0.65899096,1,0,0
0.65899102,1,1,0
0.65899134,1,0,0
0.65899152,1,1,0
0.65899162,1,0,0
0.6589917,1,1,0
0.6589918,1,0,0
0.65899186,1,1,0
0.65899196,1,0,0
0.65899202,1,1,0
0.65899218,1,0,0
0.65899234,1,1,0
0.6589925,1,0,0
0.65899266,1,1,0
0.65899278,1,0,0
0.65899284,1,1,0
0.65899288,0,1,0
0.658993,0,0,0
0.65899308,0,1,0
0.65899318,0,0,0
0.65899332,0,1,0
0.65899342,0,0,0
0.6589935,0,1,0
0.65899366,0,0,0
0.6589938,0,1,0
0.65899392,0,0,0
0.658994,0,1,0
0.65899416,0,0,0
0.65899432,0,1,0
0.65899442,0,0,0
0.6589945,0,1,0
0.65899458,0,0,0
0.65899466,0,1,0
0.65899476,0,0,0
0.65899482,0,1,0
0.65899498,0,0,0
0.65899516,0,1,0
0.65899532,0,0,0
0.65899548,0,1,0
0.65899566,0,0,0
0.65899576,0,1,0
0.65899584,0,0,0
0.65899598,0,1,0
0.65899608,0,0,0
0.65899616,0,1,0
0.65899632,0,0,0
0.65899648,0,1,0
0.65899666,0,0,0
0.65899682,0,1,0
0.65899698,0,0,0
0.65899716,0,1,0
0.65899726,0,0,0
0.65899734,0,1,0
0.65899748,0,0,0
0.65899766,0,1,0
0.65899782,0,0,0
0.65899792,0,1,0
0.658998,0,0,0
0.65899808,0,1,0
0.65899816,0,0,0
0.65899824,0,1,0
0.65899834,0,0,0
0.65899842,0,1,0
0.6589985,0,0,0
0.65899858,0,1,0
0.65899866,0,0,0
0.65899874,0,1,0
0.65899884,0,0,0
0.65899898,0,1,0
0.65899908,0,0,0
0.65899916,0,1,0
0.65899924,0,0,0
0.65899934,0,1,0
0.65899942,0,0,0
0.6589995,0,1,0
0.65899958,0,0,0
0.65899966,0,1,0
0.65899974,0,0,0
0.65899984,0,1,0
0.65899992,0,0,0
0.659,0,1,0
0.65900014,0,0,0
0.65900032,0,1,0
0.65900042,0,0,0
0.6590005,0,1,0
0.65900058,0,0,0
0.65900066,0,1,0
0.6590008,0,0,0
0.65900092,0,1,0
0.659001,0,0,0
0.65900108,0,1,0
0.65900118,0,0,0
0.65900124,0,1,0
0.65900134,0,0,0
0.65900142,0,1,0
0.6590015,0,0,0
0.65900164,0,1,0
0.65900176,0,0,0
0.65900184,0,1,0
0.65900198,0,0,0
0.65900208,0,1,0
0.65900218,0,0,0
0.65900226,0,1,0
0.65900236,0,0,0
0.65900242,0,1,0
0.65900252,0,0,0
0.6590026,0,1,0
0.6590027,0,0,0
0.65900284,0,1,0
0.65900296,0,0,0
0.65900302,0,1,0
0.65900312,0,0,0
0.6590032,0,1,0
0.65900334,0,0,0
0.65900344,0,1,0
0.65900354,0,0,0
0.65900368,0,1,0
0.65900386,0,0,0
0.65900402,0,1,0
0.6590042,0,0,0
0.6590043,0,1,0
0.65900438,0,0,0
0.65900452,0,1,0
0.65900482,0,0,0
0.65900516,1,0,0
0.67289716,1,1,0
0.67289746,1,0,0
0.67289754,1,1,0
0.67289764,1,0,0
0.67289778,1,1,0
0.6728979,1,0,0
0.67289796,1,1,0
0.67289812,1,0,0
0.6728982,1,1,0
0.6728983,1,0,0
0.67289842,1,1,0
0.67289856,1,0,0
0.67289862,1,1,0
0.67289872,1,0,0
0.67289878,1,1,0
0.67289888,1,0,0
0.67289894,1,1,0
0.6728991,0,0,0
0.67289918,0,1,0
0.67289928,0,0,0
0.67289942,0,1,0
0.67289952,0,0,0
0.6728996,0,1,0
0.6728997,0,0,0
0.67289976,0,1,0
0.67289992,0,0,0
0.67290002,0,1,0
0.6729001,0,0,0
0.67290024,0,1,0
0.67290036,0,0,0
0.67290042,0,1,0
0.67290052,0,0,0
0.6729006,0,1,0
0.67290068,0,0,0
0.67290076,0,1,0
0.67290092,0,0,0
0.67290102,0,1,0
0.6729011,0,0,0
0.67290118,0,1,0
0.67290126,0,0,0
0.6729014,0,1,0
0.67290152,0,0,0
0.6729016,0,1,0
0.67290168,0,0,0
0.67290176,0,1,0
0.67290184,0,0,0
0.67290192,0,1,0
0.67290202,0,0,0
0.6729021,0,1,0
0.67290218,0,0,0
0.67290226,0,1,0
0.67290242,0,0,0
0.67290252,0,1,0
0.6729026,0,0,0
0.67290274,0,1,0
0.67290292,0,0,0
0.67290308,0,1,0
0.67290324,0,0,0
0.67290342,0,1,0
0.67290358,0,0,0
0.67290376,0,1,0
0.67290384,0,0,0
0.67290392,0,1,0
0.67290408,0,0,0
0.67290418,0,1,0
0.67290426,0,0,0
0.67290434,0,1,0
0.67290442,0,0,0
0.67290458,0,1,0
0.67290468,0,0,0
0.67290476,0,1,0
0.67290492,0,0,0
0.67290502,0,1,0
0.6729051,0,0,0
0.67290518,0,1,0
0.67290526,0,0,0
0.67290534,0,1,0
0.67290542,0,0,0
0.67290558,0,1,0
0.67290568,0,0,0
0.67290576,0,1,0
0.67290592,0,0,0
0.67290608,0,1,0
0.67290624,0,0,0
0.67290634,0,1,0
0.67290642,0,0,0
0.67290652,0,1,0
0.6729066,0,0,0
0.67290668,0,1,0
0.67290676,0,0,0
0.67290684,0,1,0
0.67290692,0,0,0
0.67290702,0,1,0
0.6729071,0,0,0
0.67290718,0,1,0
0.67290726,0,0,0
0.67290734,0,1,0
0.67290744,0,0,0
0.67290758,0,1,0
0.67290774,0,0,0
0.67290792,0,1,0
0.67290808,0,0,0
0.67290818,0,1,0
0.67290826,0,0,0
0.6729084,0,1,0
0.67290858,0,0,0
0.67290874,0,1,0
0.67290892,0,0,0
0.67290902,0,1,0
0.67290912,0,0,0
0.67290918,0,1,0
0.67290928,0,0,0
0.67290936,0,1,0
0.67290944,0,0,0
0.67290952,0,1,0
0.67290962,0,0,0
0.67290976,0,1,0
0.67290992,0,0,0
0.67291002,0,1,0
0.67291012,0,0,0
0.67291026,0,1,0
0.67291044,0,0,0
0.6729106,0,1,0
0.67291072,0,0,0
0.6729108,0,1,0
0.6729109,0,0,0
0.67291096,0,1,0
0.67291112,0,0,0
0.67291128,0,1,0
0.67291138,0,0,0
0.67291146,0,1,0
0.67291158,0,0,0
0.67291162,0,1,0
0.6729118,0,0,0
0.67291196,0,1,0
0.67291214,0,0,0
0.67291278,1,0,0
0.67292632,1,1,0
0.67292742,1,0,0
0.67892674,1,1,0
0.67892718,1,0,0
0.67892772,1,1,0
0.67892782,1,0,0
0.67892788,1,1,0
0.67892806,1,0,0
0.6789282,1,1,0
0.67892832,1,0,0
0.6789284,1,1,0
0.67892848,1,0,0
0.67892854,1,1,0
0.67892864,1,0,0
0.67892872,1,1,0
0.67892886,1,0,0
0.67892902,1,1,0
0.6789292,1,0,0
0.67892934,1,1,0
0.67892948,1,0,0
0.67892954,1,1,0
0.67892964,0,1,0
0.6789297,0,0,0
0.67892978,0,1,0
0.67892988,0,0,0
0.67893002,0,1,0
0.67893012,0,0,0
0.6789302,0,1,0
0.67893034,0,0,0
0.6789305,0,1,0
0.67893062,0,0,0
0.67893068,0,1,0
0.67893084,0,0,0
0.678931,0,1,0
0.6789311,0,0,0
0.67893118,0,1,0
0.67893128,0,0,0
0.67893136,0,1,0
0.67893144,0,0,0
0.67893152,0,1,0
0.67893166,0,0,0
0.67893184,0,1,0
0.678932,0,0,0
0.67893218,0,1,0
0.67893234,0,0,0
0.67893244,0,1,0
0.67893252,0,0,0
0.67893268,0,1,0
0.67893278,0,0,0
0.67893286,0,1,0
0.678933,0,0,0
0.67893318,0,1,0
0.67893334,0,0,0
0.67893352,0,1,0
0.67893368,0,0,0
0.67893384,0,1,0
0.67893394,0,0,0
0.67893402,0,1,0
0.67893418,0,0,0
0.67893434,0,1,0
0.6789345,0,0,0
0.6789346,0,1,0
0.67893468,0,0,0
0.67893478,0,1,0
0.67893486,0,0,0
0.67893494,0,1,0
0.67893502,0,0,0
0.6789351,0,1,0
0.67893518,0,0,0
0.67893528,0,1,0
0.67893536,0,0,0
0.67893544,0,1,0
0.67893552,0,0,0
0.67893568,0,1,0
0.67893578,0,0,0
0.67893586,0,1,0
0.67893594,0,0,0
0.67893602,0,1,0
0.6789361,0,0,0
0.67893618,0,1,0
0.67893628,0,0,0
0.67893636,0,1,0
0.67893644,0,0,0
0.67893652,0,1,0
0.6789366,0,0,0
0.67893668,0,1,0
0.67893684,0,0,0
0.678937,0,1,0
0.6789371,0,0,0
0.67893718,0,1,0
0.67893728,0,0,0
0.67893736,0,1,0
0.6789375,0,0,0
0.6789376,0,1,0
0.67893768,0,0,0
0.67893776,0,1,0
0.67893786,0,0,0
0.67893794,0,1,0
0.67893802,0,0,0
0.6789381,0,1,0
0.6789382,0,0,0
0.67893832,0,1,0
0.67893844,0,0,0
0.67893852,0,1,0
0.67893868,0,0,0
0.67893878,0,1,0
0.67893886,0,0,0
0.67893894,0,1,0
0.67893904,0,0,0
0.67893912,0,1,0
0.67893922,0,0,0
0.67893928,0,1,0
0.67893938,0,0,0
0.67893952,0,1,0
0.67893964,0,0,0
0.67893972,0,1,0
0.6789398,0,0,0
0.67893988,0,1,0
0.67894004,0,0,0
0.67894014,0,1,0
0.67894022,0,0,0
0.67894036,0,1,0
