; CSV, generated by libsigrok4DSL 0.2.0 on Thu Apr 09 14:54:36 2020
; Channels (3/16)
; Sample rate: 50 MHz
; Sample count: 250.384 M Samples
Time(s), E, D, 2
0.81464092,0,1,0
0.81464102,0,0,0
0.81464108,0,1,0
0.81464118,0,0,0
0.81464126,0,1,0
0.81464136,0,0,0
0.81464148,0,1,0
0.81464168,0,0,0
0.81464176,0,1,0
0.81464186,0,0,0
0.81464192,0,1,0
0.81464228,0,0,0
0.81464264,1,0,0
0.81464278,1,1,0
0.81464288,1,0,0
0.814643,1,1,0
0.81464318,1,0,0
0.81464334,1,1,0
0.81464344,1,0,0
0.81464352,1,1,0
0.81464362,1,0,0
0.81464402,1,1,0
0.81464418,1,0,0
0.8146443,1,1,0
0.8146446,1,0,0
0.8146447,1,1,0
0.81464478,1,0,0
0.81464484,1,1,0
0.81464494,1,0,0
0.81464504,1,1,0
0.81464516,1,0,0
0.81464532,1,1,0
0.8146455,1,0,0
0.8146456,1,1,0
0.8146457,1,0,0
0.81464574,1,1,0
0.8146461,1,0,0
0.8146462,1,1,0
0.8146463,1,0,0
0.81464634,1,1,0
0.81464646,1,0,0
0.8146465,1,1,0
0.8146466,1,0,0
0.81464702,1,1,0
0.81464712,1,0,0
0.81464716,1,1,0
0.81464802,1,0,0
0.81464816,1,1,0
0.8146485,1,0,0
0.81464868,1,1,0
0.81464894,1,0,0
0.81464902,1,1,0
0.81464934,1,0,0
0.81464944,1,1,0
0.81464954,1,0,0
0.81464966,1,1,0
0.81464984,1,0,0
0.81464994,1,1,0
0.81465002,1,0,0
0.81465016,1,1,0
0.81465028,1,0,0
0.81465054,1,1,0
0.81465066,1,0,0
0.81465076,1,1,0
0.81465086,1,0,0
0.81465092,1,1,0
0.81465106,1,0,0
0.81465116,1,1,0
0.81465134,1,0,0
0.8146515,1,1,0
0.81465168,1,0,0
0.81465176,1,1,0
0.81465188,1,0,0
0.81465192,1,1,0
0.81465226,1,0,0
0.81465236,1,1,0
0.81465252,1,0,0
0.81465302,1,1,0
0.8146534,1,0,0
0.8146535,1,1,0
0.81465384,1,0,0
0.81465668,1,1,0
0.81465718,1,0,0
0.81465784,1,1,0
0.81465834,1,0,0
0.81465936,1,1,0
0.81465988,1,0,0
0.81466068,1,1,0
0.81466106,1,0,0
0.81468504,1,1,0
0.81468538,1,0,0
0.81469168,1,1,0
0.81469238,1,0,0
0.8285719,1,1,0
0.82857226,1,0,0
0.82857272,1,1,0
0.82857304,1,0,0
0.82857318,1,1,0
0.82857354,1,0,0
0.8285737,1,1,0
0.82857388,1,0,0
0.82857402,1,1,0
0.82857416,1,0,0
0.82857422,1,1,0
0.82857436,1,0,0
0.82857446,1,1,0
0.82857454,1,0,0
0.82857462,1,1,0
0.8285747,1,0,0
0.82857478,1,1,0
0.82857488,1,0,0
0.82857494,1,1,0
0.82857504,1,0,0
0.82857512,1,1,0
0.82857516,0,1,0
0.8285752,0,0,0
0.82857528,0,1,0
0.82857536,0,0,0
0.8285755,0,1,0
0.82857562,0,0,0
0.82857568,0,1,0
0.82857578,0,0,0
0.82857584,0,1,0
0.828576,0,0,0
0.82857616,0,1,0
0.82857628,0,0,0
0.82857634,0,1,0
0.82857644,0,0,0
0.82857652,0,1,0
0.82857666,0,0,0
0.82857684,0,1,0
0.828577,0,0,0
0.8285771,0,1,0
0.82857718,0,0,0
0.82857734,0,1,0
0.8285775,0,0,0
0.82857768,0,1,0
0.82857784,0,0,0
0.82857794,0,1,0
0.82857802,0,0,0
0.82857816,0,1,0
0.82857834,0,0,0
0.8285785,0,1,0
0.82857868,0,0,0
0.82857884,0,1,0
0.828579,0,0,0
0.8285791,0,1,0
0.82857918,0,0,0
0.82857926,0,1,0
0.82857934,0,0,0
0.8285795,0,1,0
0.8285796,0,0,0
0.82857968,0,1,0
0.82857976,0,0,0
0.82857984,0,1,0
0.82858,0,0,0
0.82858018,0,1,0
0.82858034,0,0,0
0.82858042,0,1,0
0.82858052,0,0,0
0.8285806,0,1,0
0.82858068,0,0,0
0.82858076,0,1,0
0.82858084,0,0,0
0.828581,0,1,0
0.8285811,0,0,0
0.82858118,0,1,0
0.82858134,0,0,0
0.8285815,0,1,0
0.82858168,0,0,0
0.82858184,0,1,0
0.82858194,0,0,0
0.82858202,0,1,0
0.82858218,0,0,0
0.82858226,0,1,0
0.82858234,0,0,0
0.8285825,0,1,0
0.82858268,0,0,0
0.82858276,0,1,0
0.82858284,0,0,0
0.82858292,0,1,0
0.82858302,0,0,0
0.8285831,0,1,0
0.82858318,0,0,0
0.82858334,0,1,0
0.8285835,0,0,0
0.8285836,0,1,0
0.82858368,0,0,0
0.82858384,0,1,0
0.828584,0,0,0
0.8285841,0,1,0
0.82858418,0,0,0
0.82858426,0,1,0
0.82858434,0,0,0
0.82858442,0,1,0
0.82858452,0,0,0
0.82858466,0,1,0
0.82858476,0,0,0
0.82858484,0,1,0
0.82858494,0,0,0
0.82858502,0,1,0
0.82858516,0,0,0
0.82858526,0,1,0
0.82858536,0,0,0
0.82858548,0,1,0
0.8285856,0,0,0
0.82858568,0,1,0
0.82858578,0,0,0
0.82858584,0,1,0
0.82858594,0,0,0
0.82858602,0,1,0
0.82858612,0,0,0
0.82858618,0,1,0
0.82858634,0,0,0
0.82858644,0,1,0
0.82858654,0,0,0
0.8285866,0,1,0
0.82858672,0,0,0
0.82858684,0,1,0
0.82858702,0,0,0
0.82858718,0,1,0
0.82858736,0,0,0
0.82858746,0,1,0
0.82858754,0,0,0
0.82858762,0,1,0
0.82858772,0,0,0
0.82858786,0,1,0
0.82858798,0,0,0
0.82858806,0,1,0
0.8285882,0,0,0
0.8285883,0,1,0
0.8285884,0,0,0
0.82858846,0,1,0
0.82858856,0,0,0
0.82858862,0,1,0
0.82858874,0,0,0
0.82858922,0,1,0
0.8285894,0,0,0
0.82858948,0,1,0
0.82858958,1,1,0
0.82858984,1,0,0
0.8285904,1,1,0
0.82859106,1,0,0
0.82859188,1,1,0
0.82859244,1,0,0
0.82859322,1,1,0
0.8285942,1,0,0
0.82859438,1,1,0
0.82859482,1,0,0
0.82859492,1,1,0
0.82859506,1,0,0
0.82859522,1,1,0
0.8285954,1,0,0
0.82859622,1,1,0
0.82859666,1,0,0
0.8285974,1,1,0
0.82859774,1,0,0
0.82859784,1,1,0
0.82859806,1,0,0
0.82859922,1,1,0
0.82859956,1,0,0
0.82860038,1,1,0
0.82860072,1,0,0
0.82860164,1,1,0
0.82860208,1,0,0
0.82860272,1,1,0
0.82860292,1,0,0
0.82860356,1,1,0
0.82860388,1,0,0
0.82860398,1,1,0
0.82860424,1,0,0
0.82860504,1,1,0
0.82860554,1,0,0
0.82860572,1,1,0
0.82860588,1,0,0
0.82860598,1,1,0
0.82860608,1,0,0
0.82860622,1,1,0
0.82860632,1,0,0
0.82860688,1,1,0
0.82860722,1,0,0
0.82860738,1,1,0
0.8286077,1,0,0
0.82860782,1,1,0
0.8286079,1,0,0
0.82860806,1,1,0
0.82860816,1,0,0
0.82860872,1,1,0
0.82860906,1,0,0
0.82860922,1,1,0
0.8286095,1,0,0
0.8286096,1,1,0
0.8286097,1,0,0
0.82861036,1,1,0
0.82861058,1,0,0
0.8286107,1,1,0
0.82861088,1,0,0
0.82861156,1,1,0
0.8286122,1,0,0
0.82861306,1,1,0
0.82861416,1,0,0
0.83452936,1,1,0
0.8345297,1,0,0
0.83453072,1,1,0
0.83453108,1,0,0
0.83453202,1,1,0
0.83453238,1,0,0
0.8345332,1,1,0
0.83453342,1,0,0
0.83453352,1,1,0
0.83453378,1,0,0
0.83453436,1,1,0
0.83453472,1,0,0
0.83453482,1,1,0
0.83453502,1,0,0
0.83453586,1,1,0
0.83453638,1,0,0
0.83453646,1,1,0
0.83453704,1,0,0
0.83453756,1,1,0
0.83453804,1,0,0
0.83453886,1,1,0
0.83453922,1,0,0
0.83453934,1,1,0
0.83453952,1,0,0
0.83454004,1,1,0
0.83454084,1,0,0
0.83454096,1,1,0
0.83454118,1,0,0
0.83454152,1,1,0
0.8345417,1,0,0
0.8345418,1,1,0
0.83454218,1,0,0
0.83454234,1,1,0
0.83454252,1,0,0
0.83454266,1,1,0
0.83454284,1,0,0
0.83454294,1,1,0
0.83454304,1,0,0
0.8345431,1,1,0
0.83454322,1,0,0
0.83454336,1,1,0
0.83454352,1,0,0
0.83454378,1,1,0
0.83454386,1,0,0
0.83454394,1,1,0
0.83454422,1,0,0
0.8345443,1,1,0
0.8345444,1,0,0
0.8345445,1,1,0
0.83454464,1,0,0
0.8345449,1,1,0
0.834545,1,0,0
0.83454512,1,1,0
0.83454522,1,0,0
0.83454534,1,1,0
0.83454552,1,0,0
0.83454568,1,1,0
0.83454584,1,0,0
0.83454596,1,1,0
0.83454606,1,0,0
0.8345461,1,1,0
0.83454622,1,0,0
0.83454634,1,1,0
0.83454646,1,0,0
0.83454696,1,1,0
0.83454724,1,0,0
0.83454732,1,1,0
0.83454752,1,0,0
0.83454768,1,1,0
0.83454778,1,0,0
0.83454828,1,1,0
0.83454868,1,0,0
0.83454878,1,1,0
0.83454888,1,0,0
0.834549,1,1,0
0.83454916,1,0,0
0.83454928,1,1,0
0.83454936,1,0,0
0.83454944,1,1,0
0.83454954,1,0,0
0.83454968,1,1,0
0.8345498,1,0,0
0.8345502,1,1,0
0.8345503,1,0,0
0.83455034,1,1,0
0.83455052,1,0,0
0.83455068,1,1,0
0.83455084,1,0,0
0.834551,1,1,0
0.83455118,1,0,0
0.83455128,1,1,0
0.83455136,1,0,0
0.8345515,1,1,0
0.83455162,1,0,0
0.8345517,1,1,0
0.83455178,1,0,0
0.83455184,1,1,0
0.834552,1,0,0
0.8345521,1,1,0
0.8345522,1,0,0
0.83455226,1,1,0
0.83455236,1,0,0
0.83455242,1,1,0
0.83455254,1,0,0
0.83455266,1,1,0
0.83455284,1,0,0
0.834553,1,1,0
0.83455318,1,0,0
0.83455326,1,1,0
0.83455336,1,0,0
0.8345535,1,1,0
0.83455366,1,0,0
0.83455376,1,1,0
0.83455386,1,0,0
0.834554,1,1,0
0.83455418,1,0,0
0.83455426,1,1,0
0.83455436,1,0,0
0.8345545,1,1,0
0.83455468,1,0,0
0.83455484,1,1,0
0.83455496,1,0,0
0.83455502,1,1,0
0.83455512,1,0,0
0.8345552,1,1,0
0.83455534,1,0,0
0.83455544,1,1,0
0.83455552,1,0,0
0.83455566,1,1,0
0.8345558,1,0,0
0.83455586,1,1,0
0.83455596,1,0,0
0.83455602,1,1,0
0.83455612,1,0,0
0.8345562,1,1,0
0.83455628,1,0,0
0.83455636,1,1,0
0.83455652,1,0,0
0.83455662,1,1,0
0.8345567,1,0,0
0.83455676,1,1,0
0.83455686,1,0,0
0.83455694,1,1,0
0.83455704,1,0,0
0.8345571,1,1,0
0.8345572,1,0,0
0.83455728,1,1,0
0.83455738,1,0,0
0.8345575,1,1,0
0.83455762,1,0,0
0.8345577,1,1,0
0.83455784,1,0,0
0.834558,1,1,0
0.83455818,1,0,0
0.83455832,1,1,0
0.8345585,1,0,0
0.8345586,1,1,0
0.8345587,1,0,0
0.83455882,1,1,0
0.83455894,1,0,0
0.83455902,1,1,0
0.83455916,1,0,0
0.83455928,1,1,0
0.83455936,1,0,0
0.83455948,1,1,0
0.83455962,1,0,0
0.8345597,1,1,0
0.83455978,1,0,0
0.83455984,1,1,0
0.83455994,1,0,0
0.83456002,1,1,0
0.83456016,1,0,0
0.83456034,1,1,0
0.83456044,1,0,0
0.8345605,1,1,0
0.83456068,1,0,0
0.83456082,1,1,0
0.834561,1,0,0
0.83456116,1,1,0
0.83456134,1,0,0
0.83456144,0,0,0
0.8345615,0,1,0
0.83456162,0,0,0
0.83456168,0,1,0
0.83456178,0,0,0
0.83456184,0,1,0
0.834562,0,0,0
0.83456216,0,1,0
0.83456228,0,0,0
0.83456234,0,1,0
0.83456244,0,0,0
0.8345625,0,1,0
0.8345626,0,0,0
0.83456268,0,1,0
0.83456278,0,0,0
0.83456284,0,1,0
0.834563,0,0,0
0.8345631,0,1,0
0.83456318,0,0,0
0.83456332,0,1,0
0.83456344,0,0,0
0.8345635,0,1,0
0.83456366,0,0,0
0.83456382,0,1,0
0.834564,0,0,0
0.83456408,0,1,0
0.83456418,0,0,0
0.8345643,0,1,0
0.83456442,0,0,0
0.8345645,0,1,0
0.83456458,0,0,0
0.83456466,0,1,0
0.83456482,0,0,0
0.83456496,0,1,0
0.83456514,0,0,0
0.8345653,0,1,0
0.83456548,0,0,0
0.83456556,0,1,0
0.83456566,0,0,0
0.8345658,0,1,0
0.83456598,0,0,0
0.83456614,0,1,0
0.8345663,0,0,0
0.8345664,0,1,0
0.83456648,0,0,0
0.83456664,0,1,0
0.83456682,0,0,0
0.8345669,0,1,0
0.83456698,0,0,0
0.83456714,0,1,0
0.83456724,0,0,0
0.83456732,0,1,0
0.8345674,0,0,0
0.83456748,0,1,0
0.83456764,0,0,0
0.83456774,0,1,0
0.83456782,0,0,0
0.8345679,0,1,0
0.83456798,0,0,0
0.83456814,0,1,0
0.83456832,0,0,0
0.83456848,0,1,0
0.83456856,0,0,0
0.83456864,0,1,0
0.83456874,0,0,0
0.83456882,0,1,0
0.8345689,0,0,0
0.83456898,0,1,0
0.83456906,0,0,0
0.83456916,0,1,0
0.83456932,0,0,0
0.83456948,0,1,0
0.83456964,0,0,0
0.83456982,0,1,0
0.83456998,0,0,0
0.83457014,0,1,0
0.83457024,0,0,0
0.83457032,0,1,0
0.83457048,0,0,0
0.83457064,0,1,0
0.83457082,0,0,0
0.83457098,0,1,0
0.83457108,0,0,0
0.83457116,0,1,0
0.83457132,0,0,0
0.83457148,0,1,0
0.83457164,0,0,0
0.83457182,0,1,0
0.83457198,0,0,0
0.83457214,0,1,0
0.83457232,0,0,0
0.8345724,0,1,0
0.83457248,0,0,0
0.83457258,0,1,0
0.83457266,0,0,0
0.83457274,0,1,0
0.83457282,0,0,0
0.83457296,0,1,0
0.83457314,0,0,0
0.8345733,0,1,0
0.83457346,0,0,0
0.83457364,0,1,0
0.8345738,0,0,0
0.8345739,0,1,0
0.834574,0,0,0
0.83457408,0,1,0
0.83457416,0,0,0
0.83457424,0,1,0
0.83457434,0,0,0
0.83457446,0,1,0
0.83457458,0,0,0
0.83457466,0,1,0
0.83457476,0,0,0
0.83457482,0,1,0
0.83457492,0,0,0
0.834575,0,1,0
0.83457516,0,0,0
0.83457526,0,1,0
0.83457534,0,0,0
0.83457542,0,1,0
0.83457552,0,0,0
0.83457566,0,1,0
0.83457578,0,0,0
0.83457584,0,1,0
0.83457594,0,0,0
0.834576,0,1,0
0.8345761,0,0,0
0.83457618,0,1,0
0.83457628,0,0,0
0.83457634,0,1,0
0.8345765,0,0,0
0.8345766,0,1,0
0.83457668,0,0,0
0.83457682,0,1,0
0.83457694,0,0,0
0.834577,0,1,0
0.8345771,0,0,0
0.83457718,0,1,0
0.83457734,0,0,0
0.8345775,0,1,0
0.83457766,0,0,0
0.83457776,0,1,0
0.83457786,0,0,0
0.834578,0,1,0
0.83457812,0,0,0
0.83457818,0,1,0
0.83457834,0,0,0
0.83457844,0,1,0
0.83457852,0,0,0
0.8345786,0,1,0
0.8345787,0,0,0
0.83457878,0,1,0
0.83457886,0,0,0
0.83457902,0,1,0
0.83457918,0,0,0
0.83457928,0,1,0
0.83457938,0,0,0
0.83457944,0,1,0
0.8345798,0,0,0
0.83457988,0,1,0
0.83458012,1,1,0
0.8345802,1,0,0
0.83458028,1,1,0
0.83458066,1,0,0
0.83458084,1,1,0
0.83458096,1,0,0
0.83458104,1,1,0
0.83458128,1,0,0
0.83458138,1,1,0
0.83458146,1,0,0
0.83458152,1,1,0
0.8345817,1,0,0
0.83458184,1,1,0
0.83458196,1,0,0
0.83458252,1,1,0
0.8345827,1,0,0
0.83458282,1,1,0
0.83458302,1,0,0
0.83458312,1,1,0
0.8345832,1,0,0
0.83458326,1,1,0
0.83458336,1,0,0
0.83458386,1,1,0
0.83458436,1,0,0
0.8345845,1,1,0
0.83458478,1,0,0
0.83458536,1,1,0
0.83458556,1,0,0
0.83458566,1,1,0
0.834586,1,0,0
0.83458668,1,1,0
0.83458688,1,0,0
0.83458696,1,1,0
0.83458704,1,0,0
0.83458718,1,1,0
0.83458736,1,0,0
0.8345877,1,1,0
0.83458796,1,0,0
0.83458802,1,1,0
0.8345882,1,0,0
0.83458828,1,1,0
0.83458838,1,0,0
0.83458844,1,1,0
0.83458854,1,0,0
0.8345887,1,1,0
0.83458886,1,0,0
0.834589,1,1,0
0.8345892,1,0,0
0.83458928,1,1,0
0.83458954,1,0,0
0.83458968,1,1,0
0.83459002,1,0,0
0.83459012,1,1,0
0.83459038,1,0,0
0.83459052,1,1,0
0.8345907,1,0,0
0.8345917,1,1,0
0.8345919,1,0,0
0.8345942,1,1,0
0.83459472,1,0,0
0.83459572,1,1,0
0.8345964,1,0,0
0.8345965,1,1,0
0.8345967,1,0,0
0.83459754,1,1,0
0.83459864,1,0,0
0.8485094,1,1,0
0.84850958,1,0,0
0.84851038,1,1,0
0.84851056,1,0,0
0.84851068,1,1,0
0.84851102,1,0,0
0.8485112,1,1,0
0.84851136,1,0,0
0.84851152,1,1,0
0.84851164,1,0,0
0.8485117,1,1,0
0.84851186,1,0,0
0.84851194,1,1,0
0.84851204,1,0,0
0.8485121,1,1,0
0.8485122,1,0,0
0.84851228,1,1,0
0.84851238,1,0,0
0.84851244,1,1,0
0.84851254,1,0,0
0.8485126,1,1,0
0.84851266,0,1,0
0.8485127,0,0,0
0.84851276,0,1,0
0.84851286,0,0,0
0.848513,0,1,0
0.8485131,0,0,0
0.84851318,0,1,0
0.84851328,0,0,0
0.84851334,0,1,0
0.8485135,0,0,0
0.84851366,0,1,0
0.84851376,0,0,0
0.84851384,0,1,0
0.84851392,0,0,0
0.848514,0,1,0
0.84851416,0,0,0
0.84851432,0,1,0
0.8485145,0,0,0
0.8485146,0,1,0
0.84851468,0,0,0
0.84851482,0,1,0
0.848515,0,0,0
0.84851516,0,1,0
0.84851534,0,0,0
0.84851542,0,1,0
0.8485155,0,0,0
0.84851566,0,1,0
0.84851584,0,0,0
0.848516,0,1,0
0.84851616,0,0,0
0.84851634,0,1,0
0.8485165,0,0,0
0.8485166,0,1,0
0.84851668,0,0,0
0.84851676,0,1,0
0.84851684,0,0,0
0.848517,0,1,0
0.8485171,0,0,0
0.84851718,0,1,0
0.84851726,0,0,0
0.84851734,0,1,0
0.8485175,0,0,0
0.84851766,0,1,0
0.84851784,0,0,0
0.84851792,0,1,0
0.848518,0,0,0
0.84851808,0,1,0
0.84851818,0,0,0
0.84851826,0,1,0
0.84851834,0,0,0
0.8485185,0,1,0
0.8485186,0,0,0
0.84851868,0,1,0
0.84851884,0,0,0
0.848519,0,1,0
0.84851916,0,0,0
0.84851934,0,1,0
0.84851942,0,0,0
0.8485195,0,1,0
0.84851966,0,0,0
0.84851976,0,1,0
0.84851984,0,0,0
0.84852,0,1,0
0.84852016,0,0,0
0.84852026,0,1,0
0.84852034,0,0,0
0.84852042,0,1,0
0.8485205,0,0,0
0.8485206,0,1,0
0.84852068,0,0,0
0.84852082,0,1,0
0.848521,0,0,0
0.8485211,0,1,0
0.84852118,0,0,0
0.84852132,0,1,0
0.8485215,0,0,0
0.8485216,0,1,0
0.84852168,0,0,0
0.84852176,0,1,0
0.84852184,0,0,0
0.84852192,0,1,0
0.848522,0,0,0
0.84852216,0,1,0
0.84852226,0,0,0
0.84852234,0,1,0
0.84852242,0,0,0
0.8485225,0,1,0
0.84852264,0,0,0
0.84852276,0,1,0
0.84852284,0,0,0
0.84852298,0,1,0
0.8485231,0,0,0
0.84852318,0,1,0
0.84852326,0,0,0
0.84852334,0,1,0
0.84852344,0,0,0
0.84852352,0,1,0
0.8485236,0,0,0
0.84852368,0,1,0
0.84852384,0,0,0
0.84852392,0,1,0
0.84852402,0,0,0
0.8485241,0,1,0
0.8485242,0,0,0
0.84852434,0,1,0
0.84852452,0,0,0
0.84852468,0,1,0
0.84852486,0,0,0
0.84852494,0,1,0
0.84852504,0,0,0
0.84852512,0,1,0
0.8485252,0,0,0
0.84852536,0,1,0
0.84852546,0,0,0
0.84852554,0,1,0
0.8485257,0,0,0
0.8485258,0,1,0
0.84852588,0,0,0
0.84852594,0,1,0
0.84852606,0,0,0
0.84852612,0,1,0
0.84852622,0,0,0
0.8485263,0,1,0
0.84852638,0,0,0
0.84852646,0,1,0
0.84852656,0,0,0
0.8485267,0,1,0
0.84852688,0,0,0
0.84852698,0,1,0
0.84852746,1,1,0
0.84852756,1,0,0
0.84852768,1,1,0
0.84852784,1,0,0
0.8485284,1,1,0
0.8485292,1,0,0
0.84852998,1,1,0
0.84853056,1,0,0
0.84853122,1,1,0
0.84853198,1,0,0
0.84853272,1,1,0
0.84853354,1,0,0
0.8485337,1,1,0
0.84853438,1,0,0
0.84853452,1,1,0
0.84853482,1,0,0
0.8485354,1,1,0
0.84853624,1,0,0
0.84853632,1,1,0
0.84853658,1,0,0
0.84853672,1,1,0
0.84853688,1,0,0
0.84853722,1,1,0
0.8485382,1,0,0
0.8485393,1,1,0
0.84853956,1,0,0
0.8485402,1,1,0
0.8485404,1,0,0
0.84854048,1,1,0
0.84854072,1,0,0
0.84854124,1,1,0
0.84854142,1,0,0
0.8485415,1,1,0
0.8485419,1,0,0
0.8485423,1,1,0
0.8485424,1,0,0
0.84854254,1,1,0
0.8485428,1,0,0
0.84854322,1,1,0
0.84854342,1,0,0
0.8485437,1,1,0
0.84854398,1,0,0
0.84854456,1,1,0
0.84854476,1,0,0
0.84854486,1,1,0
0.8485452,1,0,0
0.84854592,1,1,0
0.84854656,1,0,0
0.84854738,1,1,0
0.84854772,1,0,0
0.8485487,1,1,0
0.8485492,1,0,0
0.8485499,1,1,0
0.84855072,1,0,0
0.84855154,1,1,0
0.8485519,1,0,0
0.85446868,1,1,0
0.85446914,1,0,0
0.85447,1,1,0
0.85447038,1,0,0
0.85447136,1,1,0
0.85447158,1,0,0
0.85447168,1,1,0
0.85447194,1,0,0
0.85447266,1,1,0
0.85447318,1,0,0
0.85447378,1,1,0
0.85447452,1,0,0
0.85447534,1,1,0
0.85447558,1,0,0
0.8544757,1,1,0
0.85447588,1,0,0
0.85447662,1,1,0
0.85447702,1,0,0
0.85447784,1,1,0
0.85447834,1,0,0
0.85447844,1,1,0
0.85447854,1,0,0
0.8544786,1,1,0
0.85447872,1,0,0
0.85447904,1,1,0
0.8544792,1,0,0
0.85447932,1,1,0
0.85447968,1,0,0
0.85447984,1,1,0
0.85448002,1,0,0
0.85448018,1,1,0
0.85448036,1,0,0
0.85448044,1,1,0
0.85448052,1,0,0
0.8544806,1,1,0
0.8544807,1,0,0
0.85448084,1,1,0
0.85448102,1,0,0
0.85448112,1,1,0
0.8544812,1,0,0
0.85448126,1,1,0
0.85448154,1,0,0
0.85448162,1,1,0
0.8544817,1,0,0
0.85448176,1,1,0
0.85448188,1,0,0
0.854482,1,1,0
0.8544821,1,0,0
0.8544822,1,1,0
0.85448228,1,0,0
0.85448238,1,1,0
0.8544825,1,0,0
0.85448262,1,1,0
0.8544827,1,0,0
0.85448284,1,1,0
0.85448302,1,0,0
0.85448316,1,1,0
0.85448334,1,0,0
0.85448344,1,1,0
0.85448352,1,0,0
0.8544836,1,1,0
0.8544837,1,0,0
0.85448384,1,1,0
0.85448396,1,0,0
0.85448444,1,1,0
0.85448472,1,0,0
0.85448482,1,1,0
0.85448502,1,0,0
0.8544856,1,1,0
0.85448572,1,0,0
0.85448576,1,1,0
0.85448618,1,0,0
0.85448628,1,1,0
0.85448638,1,0,0
0.8544865,1,1,0
0.85448668,1,0,0
0.85448678,1,1,0
0.85448686,1,0,0
0.85448694,1,1,0
0.85448702,1,0,0
0.85448718,1,1,0
0.85448728,1,0,0
0.85448752,1,1,0
0.8544876,1,0,0
0.85448768,1,1,0
0.8544878,1,0,0
0.85448786,1,1,0
0.85448802,1,0,0
0.85448816,1,1,0
0.85448834,1,0,0
0.85448848,1,1,0
0.85448866,1,0,0
0.85448876,1,1,0
0.85448886,1,0,0
0.854489,1,1,0
0.85448912,1,0,0
0.85448918,1,1,0
0.85448928,1,0,0
0.85448934,1,1,0
0.8544895,1,0,0
0.8544896,1,1,0
0.85448968,1,0,0
0.85448976,1,1,0
0.85448986,1,0,0
0.85448992,1,1,0
0.85449002,1,0,0
0.85449016,1,1,0
0.85449034,1,0,0
0.85449048,1,1,0
0.85449066,1,0,0
0.85449076,1,1,0
0.85449086,1,0,0
0.85449098,1,1,0
0.85449116,1,0,0
0.85449126,1,1,0
0.85449134,1,0,0
0.8544915,1,1,0
0.85449166,1,0,0
0.85449176,1,1,0
0.85449186,1,0,0
0.85449198,1,1,0
0.85449216,1,0,0
0.85449232,1,1,0
0.85449244,1,0,0
0.85449252,1,1,0
0.85449262,1,0,0
0.85449268,1,1,0
0.85449284,1,0,0
0.85449294,1,1,0
0.85449302,1,0,0
0.85449316,1,1,0
0.85449328,1,0,0
0.85449336,1,1,0
0.85449344,1,0,0
0.8544935,1,1,0
0.85449362,1,0,0
0.85449368,1,1,0
0.85449378,1,0,0
0.85449386,1,1,0
0.85449398,1,0,0
0.85449412,1,1,0
0.85449418,1,0,0
0.85449426,1,1,0
0.85449438,1,0,0
0.85449444,1,1,0
0.85449454,1,0,0
0.8544946,1,1,0
0.8544947,1,0,0
0.85449476,1,1,0
0.85449486,1,0,0
0.854495,1,1,0
0.8544951,1,0,0
0.8544952,1,1,0
0.85449534,1,0,0
0.8544955,1,1,0
0.85449568,1,0,0
0.85449582,1,1,0
0.854496,1,0,0
0.8544961,1,1,0
0.85449618,1,0,0
0.85449632,1,1,0
0.85449644,1,0,0
0.85449652,1,1,0
0.85449666,1,0,0
0.85449676,1,1,0
0.85449684,1,0,0
0.85449698,1,1,0
0.85449712,1,0,0
0.85449718,1,1,0
0.85449728,1,0,0
0.85449734,1,1,0
0.85449744,1,0,0
0.85449752,1,1,0
0.85449766,1,0,0
0.85449784,1,1,0
0.85449794,1,0,0
0.854498,1,1,0
0.85449816,1,0,0
0.85449832,1,1,0
0.8544985,1,0,0
0.85449866,1,1,0
0.85449882,1,0,0
0.85449898,0,1,0
0.85449912,0,0,0
0.85449918,0,1,0
0.85449926,0,0,0
0.85449934,0,1,0
0.85449948,0,0,0
0.85449964,0,1,0
0.85449976,0,0,0
0.85449984,0,1,0
0.85449994,0,0,0
0.8545,0,1,0
0.8545001,0,0,0
0.85450016,0,1,0
0.85450026,0,0,0
0.85450034,0,1,0
0.85450048,0,0,0
0.85450058,0,1,0
0.85450068,0,0,0
0.85450082,0,1,0
0.85450094,0,0,0
0.854501,0,1,0
0.85450116,0,0,0
0.8545013,0,1,0
0.85450148,0,0,0
0.85450156,0,1,0
0.85450166,0,0,0
0.8545018,0,1,0
0.85450192,0,0,0
0.85450198,0,1,0
0.85450208,0,0,0
0.85450216,0,1,0
0.8545023,0,0,0
0.85450246,0,1,0
0.85450264,0,0,0
0.8545028,0,1,0
0.85450296,0,0,0
0.85450306,0,1,0
0.85450314,0,0,0
0.8545033,0,1,0
0.85450346,0,0,0
0.85450364,0,1,0
0.8545038,0,0,0
0.8545039,0,1,0
0.85450398,0,0,0
0.85450414,0,1,0
0.8545043,0,0,0
0.8545044,0,1,0
0.85450448,0,0,0
0.85450464,0,1,0
0.85450474,0,0,0
0.85450482,0,1,0
0.8545049,0,0,0
0.85450498,0,1,0
0.85450514,0,0,0
0.85450524,0,1,0
0.85450532,0,0,0
0.8545054,0,1,0
0.85450548,0,0,0
0.85450564,0,1,0
0.8545058,0,0,0
0.85450598,0,1,0
0.85450606,0,0,0
0.85450614,0,1,0
0.85450622,0,0,0
0.85450632,0,1,0
0.8545064,0,0,0
0.85450648,0,1,0
